Iteration,MSE
246,0.027360576904046988
247,0.018609028590202234
248,0.030385446546528083
249,0.02801002044421448
250,0.02291821830537963
251,0.03204825639659109
252,0.020197150944526718
253,0.024222110090464672
254,0.030754652869134213
255,0.025364439605272283
256,0.023870151389046593
257,0.03181598023547
258,0.03614108833618377
259,0.025440223010210244
260,0.026896662888689263
261,0.026861467795081705
262,0.02097290996424328
263,0.026694842998921487
264,0.04640331346456603
265,0.021166133785379238
266,0.026542395666358416
267,0.02596051445868561
268,0.032244640597187776
269,0.03895875782692548
270,0.01910557523435748
271,0.01801525015691472
272,0.025503985648521858
273,0.028004250406073274
274,0.03300915916601209
275,0.02601819934583042
276,0.023004356241924984
277,0.03505156991436138
278,0.03393818100487961
279,0.02627638421229084
280,0.02334854413137015
281,0.030092304623001113
282,0.026346958955488636
283,0.021506431520391098
284,0.023643628703664422
285,0.0257332132023373
286,0.023760617985517686
287,0.021468302592385732
288,0.01739559892557178
